APMS_1,RPL28,-0.099059,0.174055,0.160891,-0.005239,-0.125434,0.028761,0.059729,-0.01194,-0.174399,0.002803,-0.124587,-0.010885,-0.074876,-0.029801,-0.029071,-0.234502,0.019851,-0.040349,0.091534,0.117353,-0.198097,-0.100961,0.119129,0.013257,-0.13334200000000002,-0.040866,0.038673,-0.020115,0.187315,-0.006259000000000001,-0.029417,-0.11266,0.027338,0.10156,-0.075137,0.010891,-0.042516000000000005,-0.214799,-0.156255,0.06954400000000001,0.038043,-0.135999,0.128603,-0.139877,0.028562,0.026283,0.132414,-0.01439,0.139078,0.062009,-0.095498,0.053593,0.169222,0.029724,-0.050506,0.164411,0.222887,-0.17809,-0.051317,0.013977000000000002,-0.035591000000000005,-0.045024,0.151052,-0.036325,0.000642,-0.017597,-0.034803,0.016604,-0.081634,0.030924,-0.263227,-0.035244,0.084897,-0.011852,-0.051713,0.155954,-0.032336000000000004,-0.077297,-0.064778,-0.045364,-0.246877,0.043004,-0.015323,0.119459,0.142247,0.101212,-0.066754,-0.107189,0.074117,0.105878,0.112845,0.0006219999999999999,-0.105852,-0.010013,-0.036898,0.04286,-0.129452,-0.0575,-0.056534,-0.105535
APMS_2,SDC2,0.001839,-0.02683,-0.144793,0.005822,-0.08497,0.06011100000000001,-0.016211,-0.023695,-0.14091099999999998,-0.073655,-0.228957,-0.061812,-0.020214,-0.191626,0.045857,0.017491,0.043332,0.048465,-0.019251,-0.07070900000000001,-0.08934600000000001,-0.08984,-0.007429000000000002,-0.12588,-0.14358800000000002,-0.043403,-0.110097,-0.135554,0.153987,-0.02705,0.165772,-0.20035,-0.189554,0.264542,0.030696,0.097936,0.034186,-0.265116,0.049385000000000005,-0.024072,0.057428,0.045382,0.00845,-0.067137,0.018211,-0.203227,-0.127393,0.015393,0.189778,0.003975,0.094289,-0.113722,0.352876,-0.055712,0.009293,-0.024658000000000003,-0.15199200000000002,-0.13681500000000002,-0.060464,0.104011,-0.045867000000000005,0.141042,-0.016429,-0.131952,-0.16606,-0.091183,-0.209763,0.064202,0.129753,-0.029615,0.006663,-0.027668,0.059753,0.040639,-0.074143,-0.054357,-0.076136,0.148703,-0.177755,-0.131968,0.003540999999999999,0.143604,-0.04098,0.015461,-0.218265,-0.015114,0.11876,-0.08166799999999999,-0.02507,0.08722200000000001,0.031727,0.141942,0.207237,0.062025,0.08042,-0.047106,0.155563,0.017772,-0.036466000000000005,0.01701
APMS_3,ZNF232,-0.033765,-0.0032450000000000005,0.112478,0.109428,-0.017063,0.022634,-0.002437,0.101629,-0.06302100000000001,0.093199,0.003368,-0.083941,-0.044159,0.047401,0.092198,0.060249,-0.072651,0.083465,-0.028437,0.031956,-0.043025,0.034175,-0.003804,0.006786,-0.07801699999999999,0.1596,-0.043511,-0.045438,0.000135,0.131482,0.051257,0.034297,-0.192846,0.072931,0.002667,0.032736,0.057865,0.025546,-0.001885,0.045371,-0.142224,-0.016497,-0.014901,-0.038794,-0.123606,0.075124,-0.082607,0.180722,0.181009,-0.013758,-0.031216000000000008,0.026616,0.101862,0.097761,-0.090076,0.005358,0.08514400000000001,-0.191137,-0.097121,-0.012517,-0.029413,0.066268,-0.02881,-0.155278,0.024507,-0.078511,-0.285906,0.038742,-0.093466,-0.060117,-0.273563,-0.210351,0.200666,-0.222615,-0.215781,-0.045885,0.107029,-0.034259,0.037206,-0.074849,-0.06146,0.021354,0.07900800000000001,0.046905,0.173791,0.05532,-0.240867,0.10325,0.250224,0.036808,0.011609,-0.064881,0.01636,0.22726,-0.220573,0.055015,-0.06042,0.008320000000000001,-0.086517,0.068085
APMS_4,MORF4L1,-0.003819,0.017536000000000003,-0.031653,0.060492,-0.187759,0.119413,-0.131072,-0.08769400000000001,-0.122999,-0.084385,-0.033842000000000004,0.028392,-0.071802,0.042256,0.05275,0.048882,-0.093855,0.063527,0.111426,-0.015293,0.12183499999999997,-0.016526,0.057543,-0.027377,0.087963,-0.143544,-0.119273,-0.039281,0.055080999999999984,-0.030075,-0.050122,0.034535,-0.194343,0.052966999999999986,0.119931,-0.076366,0.092036,-0.192859,0.10824,0.039866000000000006,-0.021067,-0.231437,0.075674,-0.113204,0.112966,-0.05955700000000001,-0.135252,-0.02292,0.029484,0.06445,-0.150043,-0.0941,-0.055778,-0.140349,-0.059904999999999986,-0.080719,0.070841,0.056899,0.132139,-0.160582,0.044216000000000005,0.203172,-0.06926,0.215504,0.092291,-0.006222999999999999,0.183961,0.04148,0.096475,-0.063126,-0.16353099999999998,0.097556,0.106034,-0.028102,0.049593,-0.054236,-0.13051400000000002,-0.077662,-0.030316000000000006,0.240677,-0.04644,-0.096212,-0.071986,-0.06757200000000001,-0.079057,-0.097222,0.029707,0.033333,-0.094812,0.15809700000000002,0.082086,0.106929,0.010349,0.153845,0.070878,-0.035999,-0.117254,0.054778,-0.16633299999999998,-0.058882
APMS_5,PICK1,-0.045438,-0.017816,0.183256,-0.289134,-0.076813,0.212499,0.056287,0.06905700000000001,-0.193139,-0.299281,-0.145059,0.182266,-0.034541,-0.047774,0.079335,-0.17335599999999998,-0.355793,0.150092,-0.116069,-0.03617,0.042435,-0.22074,0.05658,0.147325,0.05635800000000001,0.033512,-0.25300100000000003,-0.150373,0.128945,-0.154784,-0.07985,0.097194,-0.178195,0.008366,0.189128,0.153106,0.058284,0.007486,0.252992,0.268191,0.173492,-0.189206,0.06856799999999999,-0.130547,0.211309,-0.073239,-0.0424,0.087013,0.135496,0.316439,-0.015349000000000003,-0.002951,-0.192284,0.044711,-0.15800799999999998,0.078356,0.141736,0.225567,-0.007373999999999999,-0.06564099999999999,0.148519,-0.13556,0.107384,0.151343,0.128573,-0.055265,-0.136077,0.129643,0.017138999999999998,0.02139,0.341774,-0.146018,-0.153272,-0.084189,-0.332506,-0.015663999999999997,-0.005696,0.066741,0.03129,-0.066428,-0.055770000000000014,0.024479,0.181854,0.171652,0.015082,0.050206,-0.062154,-0.107091,-0.068634,0.25408800000000004,-0.061630999999999984,0.039349,0.037085,0.069618,-0.12675899999999998,-0.06411599999999999,-0.046884,0.109091,0.03874,-0.037329
APMS_6,KLHL15,-0.08433099999999999,-0.161369,-0.006924,-0.031532,-0.125064,0.031879000000000005,-0.022927,0.177607,-0.258741,-0.21914,-0.14435,0.214862,0.166783,-0.134194,-0.089928,-0.125675,0.004058,-0.069958,0.045524,0.07535800000000001,-0.067538,0.081885,0.17543399999999998,-0.10928,-0.038728,-0.148825,-0.24743,-0.174075,0.27077,-0.187077,0.037829,-0.051198,-0.048146,0.037093,0.084107,-0.035842,-0.005316,-0.043255,0.030176,-0.07734500000000001,-0.04602,-0.005551,0.04369,-0.165248,0.129829,0.100999,-0.066781,0.24024,0.162854,0.058304,0.049737,0.106358,-0.28739000000000003,-0.187072,0.020837,0.007542,0.232041,-0.213859,-0.11962,0.054116,0.066597,0.028886,0.08666900000000001,0.03434,0.032961000000000004,-0.012779,0.127085,-0.012205,-0.245943,-0.1488,-0.056234000000000006,0.0918,-0.243015,-0.017778,-0.042873,0.041803,-0.031277,-0.283604,0.013013,-0.048918,-0.278765,0.102209,0.101859,0.147671,0.083833,0.156875,-0.079691,-0.090615,0.075389,0.095923,0.197875,-0.198563,0.093063,0.15809,-0.226111,-0.02065,0.140806,-0.010286,-0.30933,-0.191256
APMS_7,COLEC12,-0.02204,0.074508,0.043629,-0.081325,-0.157727,0.147722,-0.024675,0.0006889999999999999,-0.013644,0.001254,-0.151812,0.029973000000000007,-0.16211199999999998,-0.127348,-0.154054,-0.099412,0.115172,0.080912,-0.148489,-0.163713,0.20173,0.116095,-0.069076,0.013346,0.038302,0.009048,-0.08978,-0.083538,0.21457,-0.058679,-0.044953,0.154886,-0.07699199999999999,-0.119928,0.042613,-0.103605,-0.058993,0.017128,-0.01344,-0.093938,-0.099451,0.272938,-0.017396000000000002,-0.052968,0.259873,0.245849,-0.094252,0.03794,0.020047,0.145235,0.049932,0.002643,-0.052499,-0.106899,0.073503,0.009939,0.034064,-0.152134,-0.028962,0.012614,0.173333,-0.053017,0.036733,0.07285,0.0065,-0.099251,-0.136477,-0.090786,-0.049759,-0.084339,0.016506,0.026868,0.097857,0.065402,0.026992,0.250288,-0.020243,-0.346265,-0.087988,-0.100045,0.04685,-0.16183599999999998,0.179175,-0.106941,-0.037975,0.004614,0.112309,-0.07371699999999999,-0.004007,0.141008,0.221184,0.109247,0.019119,-0.11126099999999997,0.12031,0.204662,-0.001454,-0.109352,-0.07226,-0.155064
APMS_8,TRAPPC5,0.052871,0.117704,0.233926,-0.171674,-0.15778599999999998,0.164479,-0.219192,-0.165928,-0.053353,0.184527,0.078077,0.027812,-0.026439,0.108258,-0.049642,-0.047959,-0.056444000000000015,-0.137665,-0.038686,0.024552,-0.134378,-0.023129,0.100761,0.059639,0.001456,-0.183506,-0.210448,0.037693,0.18909,-0.17013699999999998,0.032756,0.031167,0.00999,0.251205,0.114116,-0.077997,-0.09724,-0.009418,-0.083709,-0.092232,-0.160152,0.02367,-0.116769,0.001489,0.214365,0.111112,0.024069,0.086077,0.064289,-0.018887,-0.208459,-0.052233,-0.052652,-0.245471,0.181667,0.135596,0.056127,0.110207,-0.048497000000000005,-0.143975,-0.052703,0.045198,0.17383900000000002,0.10099,0.079614,-0.152248,-0.05878,0.015533000000000003,0.006154,0.036979000000000005,-0.115873,0.117741,0.060911,-0.198155,-0.350587,-0.014003,-0.069025,-0.090164,0.198227,0.103139,-0.012127,-0.044827,0.11069,0.040156,0.223045,-0.156473,-0.072895,-0.093201,-0.201733,0.016033000000000002,0.181255,0.050447000000000006,0.002233,-0.101959,-0.275723,-0.083065,0.093553,0.010479,-0.12776700000000002,-0.058438
APMS_9,YARS2,0.119347,0.150366,0.036973,0.113924,-0.204339,-0.005478,0.010886,-0.116627,-0.045071,0.097329,-0.080049,0.094911,-0.080998,-0.113041,-0.006969,0.057957,-0.015237,-0.0498,-0.055601,0.054815,-0.177574,-0.181531,-0.008486,-0.046195,-0.003378,-0.15124200000000002,-0.044206,0.057506,-0.018482,-0.037002,0.119378,0.042043,-0.121039,0.153557,0.073838,0.027182,-0.140171,-0.15149,-0.042807,-0.113671,0.054238,-0.194758,0.138717,-0.203235,0.016669999999999997,0.057415,-0.162177,-0.189293,0.127813,0.004917,0.005644,-0.099311,0.180035,-0.046514,-0.145792,-0.176862,0.047197,-0.109694,-0.164483,0.003229,-0.205372,-0.079122,0.035571,-0.034166,0.004178,-0.0073,0.141066,-0.044804,-0.11284,0.022768,-0.050366,0.106855,-0.011871,0.219943,-0.207593,-0.043941,0.16860899999999998,0.013907,-0.02074,0.021348,-0.03557,0.008385,-0.114067,0.139348,-0.054081,-0.091649,-0.212244,-0.160537,-0.030431,0.016503,0.130356,-0.050295,0.006478,-0.082923,0.048471,0.047431,-0.199753,-0.062698,-0.053162,-0.131438
APMS_10,GPS2,-0.16346,-0.078113,0.005379,-0.052186,-0.006940999999999999,0.337108,0.025346,-0.13872,0.031986,0.040839,-0.007725,0.133751,-0.195287,-0.073648,-0.096214,-0.104463,-0.228282,0.062937,0.255117,-0.100302,-0.021017,-0.03796,-0.122882,0.131673,0.032074,-0.192795,-0.17010899999999998,0.042269,0.268425,0.071849,-0.058398,0.130332,0.049708,0.307518,-0.128897,-0.139157,0.103445,-0.159696,0.065988,0.258207,0.222353,-0.185681,-0.062078,-0.012739,0.003208,0.08641599999999999,0.044844,-0.03229,0.026941000000000003,-0.14053,-0.08784,-0.072285,0.285002,-0.146928,0.028368,-0.097081,0.058912,-0.12745499999999998,-0.134325,-0.132979,-0.093897,0.133494,-0.090739,0.269277,0.140708,-0.005893,-0.036015,-0.306194,-1.5e-05,-0.07404,-0.157931,0.182995,0.134266,-0.031378,-0.156441,-0.074901,0.092859,-0.288607,0.151834,0.034469,0.164919,-0.048849,0.089323,0.090441,-0.098636,0.091467,-0.058987,-0.017793,0.158099,0.059964,0.079091,0.020028,-0.149763,-0.018381,-0.08896799999999999,0.049317,-0.023803,-0.099623,-0.225063,-0.101242
